"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~003)","LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~003)","EZ899-192509/001/PWY","003","EZ899-192509","","EZ899-192509/001/PWY","6","","2019-07-31","","","2019-09-19","26700.00","906399.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Mohammad Hussain","Mohammad Hussain","LANDTEC GROUND EXPERTS","LANDTEC GROUND EXPERTS","Landtec Ground Experts","Landtec Ground Experts","1 to 4 employees","1 à 4 employés","21476  83 AVE","21476  83 AVE","LANGLEY","LANGLEY","British Columbia","British Columbia","V2Y2C6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~004)","LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~004)","EZ899-192509/001/PWY","004","EZ899-192509","","EZ899-192509/001/PWY","6","","2019-10-15","","","2019-09-19","66227.00","906399.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Mohammad Hussain","Mohammad Hussain","LANDTEC GROUND EXPERTS","LANDTEC GROUND EXPERTS","Landtec Ground Experts","Landtec Ground Experts","1 to 4 employees","1 à 4 employés","21476  83 AVE","21476  83 AVE","LANGLEY","LANGLEY","British Columbia","British Columbia","V2Y2C6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~005)","LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~005)","EZ899-192509/001/PWY","005","EZ899-192509","","EZ899-192509/001/PWY","6","","2020-02-26","","","2019-09-19","5040.00","906399.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Mohammad Hussain","Mohammad Hussain","LANDTEC GROUND EXPERTS","LANDTEC GROUND EXPERTS","Landtec Ground Experts","Landtec Ground Experts","1 to 4 employees","1 à 4 employés","21476  83 AVE","21476  83 AVE","LANGLEY","LANGLEY","British Columbia","British Columbia","V2Y2C6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~000)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~000)","EZ899-192661/001/PWY","000","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-06-12","","","2022-03-31","5778809.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~001)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~001)","EZ899-192661/001/PWY","001","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-07-31","","","2022-03-31","1987.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~002)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~002)","EZ899-192661/001/PWY","002","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-10-10","","","2022-03-31","76935.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~003)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~003)","EZ899-192661/001/PWY","003","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-11-29","","","2022-03-31","244539.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~004)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~004)","EZ899-192661/001/PWY","004","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-12-04","","","2022-03-31","-17941.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~005)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~005)","EZ899-192661/001/PWY","005","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-12-10","","","2022-03-31","110406.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~006)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~006)","EZ899-192661/001/PWY","006","EZ899-192661","","EZ899-192661/001/PWY","23","","2019-12-23","","","2022-03-31","9087.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~007)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~007)","EZ899-192661/001/PWY","007","EZ899-192661","","EZ899-192661/001/PWY","23","","2020-01-31","","","2022-03-31","47282.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~008)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~008)","EZ899-192661/001/PWY","008","EZ899-192661","","EZ899-192661/001/PWY","23","","2020-02-21","","","2022-03-31","29091.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~009)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~009)","EZ899-192661/001/PWY","009","EZ899-192661","","EZ899-192661/001/PWY","23","","2020-03-24","","","2022-03-31","10366.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~010)","INDUSTRA CONSTRUCTION CORP (EZ899-192661/001/PWY~010)","EZ899-192661/001/PWY","010","EZ899-192661","","EZ899-192661/001/PWY","23","","2020-03-30","","","2022-03-31","2676.00","7184173.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP","INDUSTRA CONSTRUCTION CORP.","INDUSTRA CONSTRUCTION CORP.","20 to 49 employees","20 à 49 employés","17650 66A Avenue, Suite 300","17650 66A Avenue, Suite 300","Surrey","Surrey","British Columbia","British Columbia","V3S4S4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-192714/001/PWY~000)","KINETIC CONSTRUCTION LTD (EZ899-192714/001/PWY~000)","EZ899-192714/001/PWY","000","EZ899-192714","","EZ899-192714/001/PWY","2","","2019-05-28","","","2020-05-27","11276532.00","11276523.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
